TranscriptID;IV_expectedCount;IV_TPM;IV2_expectedCount;IV2_TPM;IV3_expectedCount;IV3_TPM;IV4_expectedCount;IV4_TPM
MCOS_0000249301-mRNA-1;301.00;54.89;314.00;52.92;231.00;46.68;281.00;44.24
MCOS_0000249601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000249801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000251101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000252301-mRNA-1;10134.00;744.85;12116.69;830.56;8510.00;700.19;8198.00;524.32
MCOS_0000253101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000253201-mRNA-1;36.00;2.67;22.00;1.52;25.00;2.07;22.00;1.42
MCOS_0000253301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000253401-mRNA-1;16.00;2.07;18.00;2.17;15.00;2.17;5.00;0.56
MCOS_0000254101-mRNA-1;90.32;20.33;57.69;11.95;62.50;15.53;122.04;23.64
MCOS_0000254801-mRNA-1;71.04;7.47;100.20;9.80;62.26;7.31;114.91;10.49
MCOS_0000255601-mRNA-1;6.98;9.16;1.28;1.46;2.27;3.09;3.94;4.24
MCOS_0000256301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000259201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000261601-mRNA-1;0.17;0.03;11.66;1.94;12.26;2.45;1.91;0.30
MCOS_0000262101-mRNA-1;196.53;16.34;158.06;12.25;149.90;13.94;164.06;11.86
MCOS_0000263201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000265701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000266101-mRNA-1;4.00;11.15;2.00;4.68;0.00;0.00;3.00;6.71
MCOS_0000266301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000266701-mRNA-1;2.00;0.40;0.00;0.00;3.00;0.66;1.00;0.17
MCOS_0000268401-mRNA-1;144.00;95.85;197.00;117.03;165.00;117.21;196.00;109.48
MCOS_0000269601-mRNA-1;2972.79;204.46;3306.90;212.19;1864.46;143.61;2118.94;126.85
MCOS_0000270201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000270901-mRNA-1;0.00;0.00;0.00;0.00;1.00;0.28;1.00;0.22
MCOS_0000272501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000273401-mRNA-1;1062.00;1343.06;1273.00;1399.00;1004.00;1318.11;1016.00;1056.82
MCOS_0000276401-mRNA-1;0.00;0.00;1.00;0.26;1.00;0.31;1.00;0.24
MCOS_0000276501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000277101-mRNA-1;0.00;0.00;0.00;0.00;2.00;0.64;1.00;0.25
MCOS_0000277701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000278401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000278501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000278601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000278701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000278801-mRNA-1;3.73;0.25;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000279601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000280201-mRNA-1;0.00;0.00;1.00;0.43;0.00;0.00;2.00;0.80
MCOS_0000281101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000282701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000283501-mRNA-1;0.00;0.00;6.75;0.89;2.94;0.47;0.00;0.00
MCOS_0000283601-mRNA-1;32.16;6.80;14.85;2.89;19.24;4.49;18.94;3.45
MCOS_0000285401-mRNA-1;1.00;0.07;1.00;0.07;2.00;0.17;0.00;0.00
MCOS_0000285901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000286101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000287401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000288801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000289501-mRNA-1;0.00;0.00;1.00;0.57;2.00;1.36;2.00;1.07
MCOS_0000290501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000290901-mRNA-1;130.00;385.39;160.00;396.72;138.00;408.44;215.00;510.27
MCOS_0000292301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000293001-mRNA-1;1833.00;746.52;2646.00;978.21;2593.00;1147.53;3651.00;1264.57
MCOS_0000293201-mRNA-1;33.00;2.99;44.00;3.71;33.00;3.34;37.00;2.91
MCOS_0000293801-mRNA-1;1059.74;537.42;1217.03;556.31;771.67;422.04;943.35;404.58
MCOS_0000295001-mRNA-1;28.00;10.11;51.00;16.77;19.00;7.48;11.00;3.39
MCOS_0000296001-mRNA-1;2.00;0.11;0.00;0.00;2.00;0.12;0.00;0.00
MCOS_0000296901-mRNA-1;1.00;0.32;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000297601-mRNA-1;16.20;3.18;70.71;12.83;13.78;3.00;22.90;3.88
MCOS_0000298401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000298901-mRNA-1;0.00;0.00;18.72;3.49;0.75;0.17;24.63;4.29
MCOS_0000299301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000299701-mRNA-1;13.53;2.88;9.71;1.91;19.47;4.58;23.30;4.27
MCOS_0000300001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000300501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000300701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000301001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000301201-mRNA-1;420.00;67.33;404.00;59.96;343.00;61.06;451.00;62.52
MCOS_0000302101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000302501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000306301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000308301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000308401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000308601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000310201-mRNA-1;0.00;0.00;2.00;0.35;0.00;0.00;0.00;0.00
MCOS_0000310301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000310701-mRNA-1;586.06;69.82;579.27;64.12;372.20;49.43;412.61;42.63
MCOS_0000311101-mRNA-1;299.19;33.76;261.53;27.43;244.10;30.72;313.38;30.68
MCOS_0000312401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000313601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000314601-mRNA-1;246.94;53.84;283.88;57.03;255.30;61.48;268.83;50.47
MCOS_0000315701-mRNA-1;21.33;2.83;28.71;3.54;13.29;1.97;15.92;1.83
MCOS_0000316601-mRNA-1;0.00;0.00;1.93;0.26;0.00;0.00;0.00;0.00
MCOS_0000316701-mRNA-1;0.00;0.00;0.00;0.00;1.00;0.52;0.00;0.00
MCOS_0000316901-mRNA-1;1.00;0.41;1.00;0.37;8.00;3.59;0.00;0.00
MCOS_0000317701-mRNA-1;80.18;4.73;81.00;4.46;64.11;4.24;45.68;2.35
MCOS_0000318501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000319001-mRNA-1;9.00;7.23;12.00;8.55;8.00;6.81;4.00;2.68
MCOS_0000319101-mRNA-1;3.00;0.89;4.00;1.09;1.00;0.33;0.00;0.00
MCOS_0000320001-mRNA-1;22.00;16.03;43.00;27.87;38.00;29.45;37.00;22.57
MCOS_0000320201-mRNA-1;21.45;4.71;15.05;3.05;8.70;2.11;0.00;0.00
MCOS_0000320901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;1.31;0.25
MCOS_0000321101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000322001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000322401-mRNA-1;0.00;0.00;0.00;0.00;1.00;0.29;0.00;0.00
MCOS_0000324101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000324801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000326001-mRNA-1;83.92;27.81;126.28;38.21;66.32;24.03;106.99;30.29
MCOS_0000326701-mRNA-1;70.00;17.44;69.00;15.80;46.00;12.62;34.00;7.28
MCOS_0000326801-mRNA-1;10.00;2.93;5.00;1.34;6.00;1.93;0.00;0.00
MCOS_0000326901-mRNA-1;146.00;161.04;196.00;188.99;153.00;176.28;219.00;199.56
MCOS_0000327101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000328301-mRNA-1;12.00;3.60;15.00;4.11;6.00;1.97;10.00;2.57
MCOS_0000330201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000330601-mRNA-1;1.00;0.15;0.00;0.00;0.00;0.00;1.00;0.13
MCOS_0000330801-mRNA-1;1.00;0.17;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000331001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000331201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000331301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000334801-mRNA-1;2.00;0.36;2.00;0.34;5.00;1.01;4.00;0.63
MCOS_0000335001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000337301-mRNA-1;0.50;0.50;0.50;0.44;0.00;0.00;1.00;0.83
MCOS_0000337501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000340501-mRNA-1;90.58;17.80;103.54;18.78;76.40;16.62;94.49;16.01
MCOS_0000341301-mRNA-1;13.00;7.08;10.00;4.90;9.00;5.27;10.00;4.60
MCOS_0000342101-mRNA-1;16.00;17.65;18.94;18.26;16.00;18.43;6.96;6.34
MCOS_0000342301-mRNA-1;0.00;0.00;14.37;15.79;6.69;8.78;1.53;1.60
MCOS_0000342501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000343601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000343801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000344101-mRNA-1;1.00;1.10;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000344801-mRNA-1;12.73;4.91;29.86;10.46;17.16;7.20;10.42;3.42
MCOS_0000345201-mRNA-1;28.45;3.40;0.00;0.00;16.10;2.15;2.76;0.29
MCOS_0000346401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000347001-mRNA-1;15.47;3.08;9.24;1.70;15.33;3.38;14.90;2.56
MCOS_0000347401-mRNA-1;589.28;20.95;770.79;25.64;354.82;14.17;53.88;1.67
MCOS_0000348501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000349301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000352501-mRNA-1;1.00;0.26;0.00;0.00;1.00;0.29;0.00;0.00
MCOS_0000354401-mRNA-1;0.00;0.00;0.17;0.08;0.00;0.00;0.00;0.00
MCOS_0000355401-mRNA-1;78.00;88.91;67.00;66.67;61.00;72.53;74.00;69.61
MCOS_0000356401-mRNA-1;15.00;16.02;19.00;17.77;10.00;11.17;3.00;2.65
MCOS_0000357201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000357401-mRNA-1;5.02;1.30;4.70;1.11;2.75;0.78;0.00;0.00
MCOS_0000360201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000360901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.00
MCOS_0000361901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000365601-mRNA-1;715.13;159.65;838.54;172.42;541.32;133.42;689.06;132.41
MCOS_0000365701-mRNA-1;1361.00;926.07;1528.00;927.17;1310.00;950.52;1949.00;1112.18
MCOS_0000366801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000368401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000369001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000369201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000369801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000370301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000370701-mRNA-1;18.92;6.92;11.00;3.66;12.57;5.01;8.00;2.49
MCOS_0000370901-mRNA-1;0.00;0.00;1.00;0.31;0.00;0.00;0.00;0.00
MCOS_0000371501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000371701-mRNA-1;17.69;2.19;24.25;2.79;11.10;1.53;5.13;0.55
MCOS_0000371801-mRNA-1;1.00;2.22;1.00;1.88;1.00;2.25;5.00;8.98
MCOS_0000372301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000372601-mRNA-1;477.00;86.42;517.00;86.57;419.00;84.13;475.00;74.30
MCOS_0000373301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000373901-mRNA-1;211.00;72.47;222.00;69.55;214.00;80.28;212.00;62.17
MCOS_0000374001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000375501-mRNA-1;5976.31;282.52;7133.38;315.19;4598.09;243.93;4398.00;181.27
MCOS_0000376501-mRNA-1;52.13;15.46;47.02;12.77;63.06;20.51;54.03;13.72
MCOS_0000376601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000377201-mRNA-1;25.00;50.21;68.00;116.23;52.00;106.13;51.00;83.00
MCOS_0000377301-mRNA-1;7.00;13.39;10.00;16.32;10.00;19.49;7.00;10.87
MCOS_0000378301-mRNA-1;41.00;59.55;39.00;48.92;31.00;46.45;28.00;33.30
MCOS_0000381801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000382101-mRNA-1;7.86;6.16;0.22;0.15;1.00;0.83;2.00;1.31
MCOS_0000382301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000383601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000383701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000385501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000385801-mRNA-1;3.00;1.47;1.00;0.44;1.00;0.53;5.00;2.07
MCOS_0000390201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000391101-mRNA-1;0.00;0.00;0.00;0.00;3.00;1.93;0.00;0.00
MCOS_0000391701-mRNA-1;59.00;6.63;58.00;6.06;37.00;4.64;28.00;2.73
MCOS_0000391901-mRNA-1;1.00;0.11;1.00;0.11;0.00;0.00;0.00;0.00
MCOS_0000392801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000393901-mRNA-1;37.00;3.23;19.00;1.55;13.00;1.27;11.00;0.84
MCOS_0000395601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000396301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000397401-mRNA-1;1.00;0.48;3.00;1.31;0.00;0.00;0.00;0.00
MCOS_0000397501-mRNA-1;3.00;1.08;2.00;0.66;0.00;0.00;1.00;0.31
MCOS_0000398101-mRNA-1;298.35;35.85;311.85;34.81;250.35;33.53;274.52;28.61
MCOS_0000398301-mRNA-1;89.28;39.13;92.49;36.71;72.23;34.32;73.76;27.44
MCOS_0000398401-mRNA-1;24.00;19.80;30.00;21.90;22.47;19.61;27.74;19.08
MCOS_0000399701-mRNA-1;395.00;26.13;356.00;21.98;220.00;16.30;176.00;10.14
MCOS_0000401701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000402601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.17
MCOS_0000402701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000403901-mRNA-1;1.00;0.24;2.00;0.44;1.00;0.26;0.00;0.00
MCOS_0000404001-mRNA-1;13125.00;16019.82;17607.00;18704.22;14809.00;18794.40;19889.00;19989.63
MCOS_0000404401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000408201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000408601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000408701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000409401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000410401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000410701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000411101-mRNA-1;8.00;11.77;16.00;20.33;4.00;6.07;6.00;7.23
MCOS_0000411701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000411801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000411901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000412401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000412701-mRNA-1;125.00;239.14;137.00;223.57;263.00;512.49;240.00;372.66
MCOS_0000413301-mRNA-1;81.18;16.30;50.16;9.29;46.83;10.40;60.13;10.41
MCOS_0000414001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000415101-mRNA-1;0.00;0.00;2.00;1.30;0.00;0.00;1.00;0.61
MCOS_0000415501-mRNA-1;5.00;4.39;3.00;2.32;0.00;0.00;0.00;0.00
MCOS_0000415801-mRNA-1;17.00;18.16;30.00;28.05;14.00;15.64;14.00;12.37
MCOS_0000416501-mRNA-1;0.00;0.00;1.00;0.16;0.00;0.00;0.00;0.00
MCOS_0000417101-mRNA-1;114.00;129.95;172.00;171.16;121.00;143.86;151.00;142.05
MCOS_0000418001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000418101-mRNA-1;0.00;0.00;1.00;0.37;0.00;0.00;0.00;0.00
MCOS_0000418301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000418601-mRNA-1;1.00;0.23;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000420501-mRNA-1;4437.00;1833.08;5534.00;2074.44;4543.00;2038.51;6765.00;2376.06
MCOS_0000421001-mRNA-1;263.03;24.35;271.92;23.44;144.98;15.00;303.56;24.42
MCOS_0000421401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000421601-mRNA-1;0.00;0.00;2.22;0.78;0.00;0.00;0.00;0.00
MCOS_0000421901-mRNA-1;3.00;2.76;0.00;0.00;1.00;0.97;0.00;0.00
MCOS_0000422101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000422301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000423201-mRNA-1;8.00;1.38;9.00;1.43;7.00;1.34;0.00;0.00
MCOS_0000426701-mRNA-1;28.00;8.22;30.00;8.06;21.00;6.76;21.00;5.28
MCOS_0000426801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000426901-mRNA-1;0.00;0.00;1.00;0.15;5.00;0.90;0.00;0.00
MCOS_0000427001-mRNA-1;0.59;0.27;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000427501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000427701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000427801-mRNA-1;5.00;1.66;1.00;0.30;4.00;1.45;0.00;0.00
MCOS_0000428301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000428801-mRNA-1;364.88;68.33;291.00;50.34;255.00;52.89;164.00;26.50
MCOS_0000429401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000430001-mRNA-1;332.61;27.10;210.97;16.02;173.08;15.77;165.60;11.73
MCOS_0000430801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000431001-mRNA-1;1269.00;2212.84;1270.00;1897.03;1521.00;2713.14;1895.00;2689.98
MCOS_0000432001-mRNA-1;32.00;16.23;23.00;10.51;18.00;9.84;19.00;8.15
MCOS_0000432601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000432701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000433201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000433901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000434001-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000434901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000435801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000436601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000438301-mRNA-1;88.00;4.23;66.00;2.97;50.97;2.75;29.00;1.22
MCOS_0000438401-mRNA-1;110.00;12.02;126.00;12.81;118.00;14.39;166.00;15.75
MCOS_0000438701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000438801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000439001-mRNA-1;16.69;3.33;7.46;1.37;9.36;2.06;26.32;4.52
MCOS_0000439701-mRNA-1;6.00;5.52;10.00;8.10;10.00;9.68;4.00;3.06
MCOS_0000439801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000440101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000440201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000440501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000440901-mRNA-1;10.00;49.25;9.00;36.26;5.00;24.03;10.00;38.84
MCOS_0000441301-mRNA-1;2.00;3.07;0.00;0.00;1.00;1.58;1.00;1.25
MCOS_0000441601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000444301-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000444701-mRNA-1;4.00;0.68;8.00;1.25;0.00;0.00;1.00;0.15
MCOS_0000445701-mRNA-1;18.00;6.84;19.00;6.57;16.00;6.62;10.00;3.24
MCOS_0000446701-mRNA-1;355.00;66.93;400.00;69.66;239.00;49.90;322.00;52.38
MCOS_0000447601-mRNA-1;303.38;61.20;332.00;61.79;237.00;52.89;352.00;61.21
MCOS_0000447701-mRNA-1;0.00;0.00;5.00;2.18;3.00;1.56;3.00;1.22
MCOS_0000448201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000449201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000449601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000450601-mRNA-1;19.00;5.20;15.00;3.76;16.00;4.81;1.00;0.23
MCOS_0000450801-mRNA-1;5.00;1.33;4.00;0.98;6.00;1.75;7.00;1.60
MCOS_0000451201-mRNA-1;57.00;168.98;49.00;121.49;55.00;162.79;50.00;118.67
MCOS_0000451501-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000451701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000451901-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000452201-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000452401-mRNA-1;13.00;6.48;9.00;4.05;5.00;2.69;8.00;3.37
MCOS_0000452601-mRNA-1;369.17;41.83;330.00;34.76;395.41;49.97;381.56;37.51
MCOS_0000452801-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000453601-mRNA-1;21.00;3.73;12.00;1.97;14.00;2.76;5.00;0.77
MCOS_0000454101-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000455701-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000455901-mRNA-1;191.63;83.99;184.26;73.14;148.43;70.52;213.55;79.46
MCOS_0000456101-mRNA-1;53.00;106.44;83.00;141.87;55.00;112.26;44.00;71.61
MCOS_0000456401-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
MCOS_0000457501-mRNA-1;0.00;0.00;1.00;0.94;0.00;0.00;0.00;0.00
MCOS_0000457701-mRNA-1;13.00;8.65;16.00;9.50;16.00;11.37;7.00;3.91
MCOS_0000457901-mRNA-1;0.00;0.00;0.00;0.00;1.00;0.25;1.00;0.19
MCOS_0000458601-mRNA-1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
